,text,polarity,subjectivity
640,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 actually.r.04 sucking.n.01,-1,1
641,trump.n.02 float.v.04 theme.n.03 travel.v.01 another.s.01 state.n.04 democrat.n.02 travel_by.v.01 billionaire.n.01 tax.n.01 billionaire.n.01 ampere.n.02 wage.n.01 tax.n.01,0,-1
642,float.v.05 around.r.07 theme.n.03 travel.v.01 another.s.01 state.n.04 bullshit.n.01 hit.v.09 sports_fan.n.01 guy.n.03 constantly.r.02 scheme.v.02 nothing.n.01 suppose.v.01 alternate.s.02 motive.s.01 metier.n.02 occur.v.02 suppose.v.01 rather.r.02 play.v.16 hello.n.01 plot.n.01,-1,1
643,recreational_vehicle.n.01 ripple.v.02 order.v.01 neglect.v.01 go.v.03 feed.v.06 translation.n.04 order.v.01 bring.v.04 marry.v.02 move.v.07 another.s.01 state.n.04,0,-1
644,stool.v.04 even.r.03 wish.v.02 help.v.08 pack.v.13 hello.n.01 cup_of_tea.n.01 memory.n.01 suppose.v.01 miss.v.01 sleepy.s.01 move.v.07 another.s.01 state.n.04 asshole.n.01 lie_down.v.01 well.r.09,-1,1
645,unwrap.v.02 newsworthiness.n.01 trump.n.02 float.v.04 estimate.n.01 travel.v.01 another.s.01 nation.n.02 democrat.n.02 travel_by.v.01 billionaire.n.01 tax.n.01 help.v.06 trump.v.03 pack.v.01 hello.n.01 udder.n.01,0,-1
646,tire.v.02 support.n.06 american.a.01 corporate.s.04 pipe_dream.n.01 thinking.n.01 travel.v.01 another.s.01 state.n.04 front.v.01 truly.r.01 nice.s.03,-1,1
647,tell.v.07 political.a.01 opposition.n.04 study.v.03 move.v.07 another.s.01 state.n.04 travel_by.v.01 policy.n.03 circumstance.n.03,0,-1
648,united_states.n.01 first.r.03 former.s.03 president_of_the_united_states.n.02 chew_over.v.01 move.v.07 another.s.01 state.n.04 hello.n.01 tax.n.01 go.v.03 suppose.v.01 stick.v.15 u.s.01,0,-1
649,lease.v.03 suppose.v.01 thorax.n.02 snog.v.01 person.n.01 sleep_together.v.01 midnight.n.01 year.n.03 transfer.v.06 identity.n.04 move.v.07 another.s.01 state.n.04,1,1
650,wish.v.02 break.v.52 fact.n.04 move.v.07 another.s.01 state.n.04 least.a.01 suffer.v.02 startle.v.02,0,-1
651,think.v.13 move.v.07 different.s.02 area.n.01 possibly.r.01 move.v.07 another.s.01 country.n.04 sigh.n.02,-1,1
652,case.n.01 get.v.03 convulse.v.03 move.v.07 another.s.01 state.n.04 hundred.s.01,0,-1
653,convert.v.09 move.v.07 another.s.01 state.n.04 speak.v.03 terminology.n.01 beneficial.s.01 idea.n.01 intelligibly.r.01,0,-1
654,willing.a.01 take.v.01 come.v.04 travel.v.01 another.s.01 state.n.04 another.s.01 life.n.10 manner.n.01 even.r.03 thing.n.12 satisfy.v.02 yet.r.04 laugh.v.01 font.n.01 exit.v.01,-1,1
655,baldwin.n.03 live.v.02 another.s.01 state.n.04 property.n.05 gunman.n.02 tear.v.03 might.n.01 occur.v.02 remember.v.04 suppose.v.01 move.v.15 another.s.01 state.n.04 trump.n.02 elect.v.02 remember.v.04 exit.v.01,0,-1
656,move.v.07 another.s.01 state.n.04 pack.v.04 one.s.05 carry.n.01 sized.a.02 bag.n.06 pack.v.04 testis.n.01,0,-1
657,forget.v.04 note.v.01 move.v.07 another.s.01 state.n.04 beneficial.s.01 chaos.n.04,0,-1
658,know.v.03 wish.v.02 still.r.04 friend.n.01 joke.v.02 round.r.01 move.v.07 another.s.01 state.n.04 together.r.05,1,1
659,travel.v.01 another.s.01 state.n.04 possibly.r.01 hawaii.n.02 remember.v.02 person.n.01 trump.n.02 inner.s.05 circle.n.01 know.v.11 hawaii.n.02 united_states.n.01 sad.a.01 day.n.10,-1,1
660,subtraction.n.01 move.v.07 another.s.01 state.n.04 wish.v.06,0,-1
661,everyday.s.01 think.v.03 stigmatize.v.01 uranium.n.01 citizenship.n.02 move.v.02 another.s.01 state.n.04 shit.n.04 get.v.01 dominance.n.02 get.v.01 handle.n.01 tax.n.01 unfulfilled.s.01 addition.n.03 pray.v.01 see.v.12 sidereal_day.n.01 government.n.01 run.v.14,-1,1
662,damn.n.01 get.v.03 high.s.07 school.n.07 move.v.07 another.s.01 nation.n.02 never.r.02 talk.v.02 american.a.02 friend.n.05 french.a.01 one.n.02 safe.s.02 lawsuit.n.01 know.v.03 might.n.01 become.v.02 teamster.n.02,-1,1
663,besides.r.02 travel.v.01 another.s.01 state.n.04 two.s.01 month.n.02,1,1
664,about.r.07 move.v.04 local.a.03 team.n.02 another.s.01 state.n.04 one-half.n.01 season.n.03 unintelligent.a.01 theme.n.03,-1,1
665,people.n.01 think.v.03 option.n.02 feign.v.01 live.v.07 ill.s.05 concern.n.01 iraqi_national_congress.n.01 child.n.03 please.v.03 move.v.11 another.s.01 nation.n.02 option.n.02 gladly.r.01 make.v.43 solicitation.n.02 move.v.11 expense.n.03 stay.v.04 u.s.01 roentgen.n.01 want.v.05,0,-1
666,travel.v.01 u.s.01 another.s.01 state.n.04 language.n.05 barrier.n.03 cultural.s.02 barrier.n.03 set.n.05 know.v.03 residential_district.n.01 people.n.01 unfortunately.r.01 besides.r.02 yield.v.01 abuser.n.01 set.n.05 world_power.n.01 catherine_of_aragon.n.01 oak.n.02,-1,1
667,move.v.02 future.s.03 week.n.03 another.s.01 state.n.04 another.s.01 freak_out.v.01 continent.n.02 stress.v.02 startle.v.02 throng.v.01 move_over.v.01 put.v.04 three.s.01 gasp.n.01 two.s.01 shirt.n.01 bag.n.06 transport.v.04 aid.n.02,1,1
668,think.v.01 nephew.n.01 niece.n.01 sodium.n.01 exit.v.01 move.v.07 another.s.01 state.n.04 home.n.03 win.v.01 very.r.01 sodium.n.01 neglect.v.01,-1,1
669,nothing.n.01 bad.s.03 person.n.01 tell.v.07 fly.v.08 sexual_love.n.02 travel.v.01 another.s.01 state.n.04 annoyance.n.04,-1,1
670,know.v.01 much.a.01 wish.v.06 move.v.04 another.s.01 state.n.04 want.v.04 exit.v.01 stead.n.01 forget.v.04 even.r.03 exist.v.02 hate.v.01 people.n.01,-1,1
671,try.v.01 preserve.v.04 motivated.a.01 somehow.r.02 happy.s.04 temper.n.02 get.v.03 notice.n.04 one.s.05 better.s.03 friend.n.01 move.v.07 another.s.01 nation.n.02 two.s.01 workweek.n.01 overlord.n.01 ready.a.01 front.v.01,1,1
672,tax.v.03 unfulfilled.s.01 capital.n.02 addition.n.03 basically.r.01 move_over.v.01 timer.n.03 restrict.v.03 long.a.05 whitethorn.n.01 restrain.v.03 wealth.n.04 simply.r.03 move.v.15 another.s.01 area.n.01 serve.v.08 well.r.03 move.v.15 troublesomeness.n.01,1,1
673,move.v.07 another.s.01 state.n.04 eleven.s.01 sidereal_day.n.01 pack.n.09,0,-1
674,reply.n.02 thank.v.01 state.v.01 sleep_together.v.01 literally.r.02 inactivate.v.02 transfer.v.06 identity.n.04 move.v.07 another.s.01 state.n.04,1,1
675,move.v.07 another.s.01 state.n.04 next.r.01 year.n.03,0,-1
676,honestly.r.01 think.v.13 move.v.15 another.s.01 area.n.01 open.v.09 fiddling.s.01 bookshop.n.01 solve.v.01 trouble.n.01,0,-1
677,wish.v.02 move.v.07 another.s.01 state.n.04 complicated.s.01 process.n.05 find.v.05 wish.v.02 unintentionally.r.01 either.r.01 illegal.a.01 immigrant.n.01 perpetrate.v.01 tax.n.01 fraud.n.03 elevation.n.03,-1,1
678,recently.r.01 nox.n.01 idea.n.01 ever.r.03 find.v.05 like.v.04 pull.v.09 trigger.n.03 move.v.02 another.s.01 state.n.04,1,1
679,ohio.n.01 gripe.n.01 please.v.03 lease.v.03 begin.v.03 talk.v.02 unvoiced.a.01 move.v.02 another.s.01 state.n.04 begin.v.03 raw.s.12 life.n.03,-1,1
680,find.v.05 like.v.04 job.n.04 move.v.07 another.s.01 state.n.04 properly.r.01 in_full.r.01 decent.s.06 sum.n.02 rescue.n.01 like.v.04 go.v.03 lease.v.03,-1,1
681,perfect.s.03 exercise.n.04 significant.a.01 very.r.01 think.v.10 leave.v.02 kin.n.01 move.v.07 another.s.01 state.n.04 favorite.s.01 very.r.01 hope.v.03 work.v.21 all_right.s.01,1,1
682,seriously.r.01 view.v.02 move.v.07 another.s.01 state.n.04 startle.v.02 thinking.n.01,1,1
683,team.n.02 retain.v.03 five.s.01 goal.n.04 home.n.03 today.n.02 girlfriend.n.02 move.v.04 another.s.01 state.n.04 thorax.n.02,0,-1
684,wish.v.02 capitalism.n.01 go.v.03 live.s.09 communist.a.01 nation.n.02 suppose.v.01 person.n.01 know.v.05 nothing.n.01 capitalism.n.01 socialism.n.02 communism.n.01 imperialism.n.01 uranium.n.01 coup_d'etat.n.01 war.n.04 basic.a.01 fact.n.03 visa.n.01 citizenship.n.02 price.n.03 move.v.07 another.s.01 nation.n.02,-1,1
685,travel.v.01 another.s.01 state.n.04 startle.v.02 main.s.03 fictional_character.n.01 moment.n.06 main.s.03 fictional_character.n.01 fictional_character.n.01 ensemble.n.02 cast.n.01 randomly.r.01 leaf.n.01 season.n.02 five.s.01 stopping_point.n.01 want.v.05 pursue.v.02 opportunity.n.01 one.n.02 ever.r.03 listen.v.02,0,-1
686,american.n.03 want.v.02 research.n.01 spouse.n.01 polish.n.02 act.v.01 another.s.01 nation.n.02 think.v.13 jenny.n.01 need.n.02 teach.v.01 indian.a.02 polish.n.02 live.v.02 parent.n.02,0,-1
687,travel.v.01 another.s.01 state.n.04 think_of.v.04 trouble.n.01 wish.v.02 challenge.v.04 research.v.02 try.v.01 experience.n.03,-1,1
688,truly.r.01 worry.v.06 move.v.07 another.s.01 state.n.04 know.v.03 trade_name.n.01 tea.n.02 buy.v.05,-1,1
689,united_kingdom.n.01 please.r.01 stop.v.01 use.v.06 terminus.n.03 exile.n.01 scram.v.01 hate.v.01 immigrant.n.01 want.v.05 confer.v.02 particular.s.04 status.n.01 british.a.01 people.n.01 move.v.07 another.s.01 nation.n.02 immigrant.n.01 immigrant.n.01 british.a.01 one.n.02 important.a.01 human.a.03,0,-1
690,move.v.07 another.s.01 state.n.04 voice.v.02 fun.n.02 chilling.s.01 time.n.06,-1,1
691,begin.v.10 think.v.02 act.v.01 another.s.01 country.n.04 able.s.04 talk.v.02 terminology.n.01 however.r.01 however.r.01 literal.s.04 adolescent.n.01 fight.v.03 every.s.02 day.n.10 liveliness.n.02 suffer.v.11 act.n.04 try.v.01 give.v.18 better.s.03 survive.v.01 admire.v.02 courage.n.01 resilience.n.02 deity.n.01,1,1
692,people.n.01 move.v.07 different.a.01 region.n.03 relatively.r.01 well.r.03 value.n.06 separate.v.02 inside.r.02 one.s.05 state.n.04 joined.s.01 state.n.04 stature.n.02 vault.n.04 foreigner.n.01 immigrate.v.03 another.s.01 state.n.04 incomparable.a.01 move.v.07 california.n.01 texas.n.01,1,1
693,kyd.n.01 never.r.02 think.v.09 leave.v.02 state.n.04 specially.r.01 hometown.n.01 think.v.09 act.v.01 another.s.01 state.n.04 begin.v.03 newfangled.s.01 life.n.03 bye.n.01,1,1
694,seriously.r.01 study.v.03 travel.v.01 another.s.01 state.n.04 united_states.n.01 fall.v.15 end.n.06 eater.n.02 know.v.03 make.v.43 joke.n.04 seriousness.n.03 stay.v.04 longer.r.01 constitutional.a.02 republic.n.02,0,-1
695,uranium.n.01 prone.s.02 anxiety.n.02 low.n.01 attempt.n.01 move.v.11 another.s.01 state.n.04 become.v.04 hermit.n.02,0,-1
696,woman.n.01 surrender.v.02 domestic.s.05 violence.n.01 spouse.n.01 police.n.01 police.n.01 nothing.n.01 lock.v.08 person.n.01 firm.n.01 mean.v.05 relationship.n.03 permanently.r.01 end.v.01 police.n.01 state.n.04 mean.v.05 move.v.02 another.s.01 state.n.04 sorrow.n.02 work_force.n.01 right.n.01,0,-1
697,cipher.n.04 tell.v.03 bally.s.01 press_down.v.01 move.v.07 another.s.01 state.n.04 move.v.07 united_kingdom.n.01 regretful.a.01 thing.n.11 ever.r.03 happen.v.02 tactile_property.n.01 trap.v.04 state.n.04 move.v.15 another.s.01 one.n.02,-1,1
698,better.s.03 thing.n.12 move.v.15 another.s.01 state.n.04 make.v.19 friend.n.01 purpose.n.01 free-base.v.01 public_toilet.n.01 proximity.n.03 purpose.n.01,0,-1
699,know.v.03 induce.v.02 download.v.01 code.n.03 european.a.01 adaptation.n.01 expansion.n.04 differently.r.01 literally.r.02 bet.v.02 buy.v.01 whole.a.01 newfangled.s.01 game.n.11 move.v.02 another.s.01 state.n.04,1,1
700,sometimes.r.01 talk.v.02 fellow.n.05 american.n.03 make.v.18 move.v.15 another.s.01 state.n.04 sound.v.02 invoke.v.02,-1,1
701,recently.r.01 take.v.02 big.s.12 measure.n.01 liveliness.n.02 act.v.01 another.s.01 state.n.04 new.s.11 occupation.n.01 start.v.10 couple.n.01 month.n.02 think.v.10 invest.v.01 prison_term.n.01 energy.n.04 space.n.03 person.n.01 useful.a.01 tip.n.03 novice.n.02 very.r.01 sleep_together.v.01,1,1
702,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 sucking.n.01,-1,1
703,excel.v.01 leave.v.06 safe.a.03 valuable.n.01 call.v.24 uranium.n.01 today.n.01 move.v.11 necessity.n.02 another.s.01 state.n.04 safely.r.01 yield.v.01 time.n.01,0,-1
704,presently.r.02 home.n.03 necessitate.v.01 put.v.01 kilogram.n.01 misplace.v.01 work.v.21 ward.n.03 torso.n.01 besides.r.02 necessitate.v.01 fix.v.12 move.v.02 another.s.01 state.n.04 winter.v.01 soon.r.01 pray.v.01 physical.a.01 mental.s.05 health.n.02 hold.v.10 big.s.11 life.n.13 upgrade.n.06,-1,1
705,actually.r.04 study.v.03 move.v.07 set.n.05 time.n.02 literally.r.02 another.s.01 state.n.04,0,-1
706,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 four.s.01 year.n.03 actually.r.04 sucking.n.01,-1,1
707,stopping_point.n.01 move.v.07 another.s.01 state.n.04 transfer.v.06 identity.n.04,-1,1
708,possibly.r.01 move.v.07 another.s.01 state.n.04 regretful.a.01 theme.n.03,0,-1
709,umbrage.n.01 move.v.07 another.s.01 state.n.04 transfer.v.06 nasion.n.01 future.s.03 husband.n.01 nasion.n.01 actually.r.04 sucking.n.01,-1,1
710,move.v.07 another.s.01 state.n.04 two.s.01 day.n.01 free-and-easy.s.01,0,-1
711,umbrage.n.01 move.v.07 another.s.01 state.n.04 thirty.s.01 actually.r.04 sucking.n.01,-1,1
712,move.v.07 another.s.01 state.n.04 pack.v.04 one.s.05 carry.n.01 sized.a.02 bag.n.06 pack.v.04,0,-1
713,umbrage.n.01 travel.v.01 another.s.01 state.n.04 travel.n.01 round.r.01 earth.n.01 future.s.03 year.n.03 actually.r.04 sucking.n.01,-1,1
714,daniel.n.03 eager.a.01 take.v.15 leap.n.04 religion.n.02 travel.v.01 another.s.01 state.n.04 stay.v.04 hello.n.01 academic.s.03 athletic.s.03 career.n.02 exit.v.01 hello.n.01 home.n.03 norway.n.01 study.v.03 university.n.03 detroit.n.01 mercy.n.05 enjoy.v.01 experience.n.03 far.r.02,0,-1
715,determine.v.08 home.n.03 test.n.05 experience.n.03 college.n.03 determine.v.08 overwhelm.v.01 challenge.n.05 move.v.02 another.s.01 state.n.04 serve.v.10 college.n.03 midst.n.01 pandemic.s.02 qualification.n.01 supporter.n.01,0,-1
716,wish.v.06 move.v.04 another.s.01 state.n.04 act.n.04 comfortable.s.05 wide_area_network.n.01 sodium.n.01 exit.v.01 stead.n.01 forget.v.04 even.r.03 exist.v.02 future.n.03,1,1
717,truly.r.01 think.v.11 act.v.01 another.s.01 state.n.04 good.s.07 cant.v.01 sleep_together.v.01 hand.n.06 support.n.06 anymore.r.01,-1,1
718,two.s.01 talk.v.02 one.s.05 travel.v.01 never.r.02 move.v.07 another.s.01 state.n.04 occur.v.02 work.v.27 probably.r.01 become.v.01 prostitute.n.01 wish.v.02,1,1
719,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 month.n.02 actually.r.04 sucking.n.01,-1,1
720,think.v.10 travel.v.01 another.s.01 state.n.04 sodium.n.01 stool.v.04 happy.s.04 very.r.01 manifest.v.03 two.s.01 year.n.03 sit.v.02 unmarried.a.01 get.v.03 fall.v.15 bally.s.01 low.n.01 deal.v.12 shit.n.04 wag.n.01,-1,1
721,whole.a.02 thought.n.03 move.v.14 another.s.01 nation.n.02 want.v.05 live.v.07 illusion.n.02 disgust.v.02,-1,1
722,think.v.13 donate.v.01 move.v.07 another.s.01 state.n.04,0,-1
723,wats.n.01 very.r.01 stop.v.01 drop.v.20 move.v.02 another.s.01 state.n.04 begin.v.03 new.a.06 life.n.03 wish.v.02 zero.n.02 tie.n.09 dip.v.08,1,1
724,move.v.04 chilling.s.01 specially.r.01 another.s.01 state.n.04 corporate.s.04 team.n.01 provide.v.02 different.s.03 caparison.n.01 option.n.02 arrival.n.03 besides.r.02 serve.v.10 press.v.01 need.n.02 teach.v.01 on-line.s.03,0,-1
725,move.v.02 another.s.01 state.n.04 make.v.42 realize.v.03 lazy.s.01 american.n.03 even.r.03 minor.s.10 troublesomeness.n.01 fuss.n.02 wish.v.02 regretful.a.01 interrupt.v.02,-1,1
726,decide.v.04 decrease.v.02 stressor.n.01 transfer.v.06 name.n.06 ampere.n.02 move.v.07 another.s.01 state.n.04,0,-1
727,wish.v.06 move.v.07 another.s.01 state.n.04 easy.s.12 voice.v.02,1,1
728,get.v.03 rich.s.11 move.v.07 another.s.01 state.n.04 united_states.n.01 kind.n.01 ghetto.n.03,0,-1
729,precede.v.04 guitarist.n.01 travel.v.01 another.s.01 state.n.04 soon.r.01 hearing.n.06 surrogate.n.01 sodium.n.01 neglect.v.01 guitar.n.01 music.n.05,-1,1
730,design.n.02 family.n.01 stable.a.01 relationship.n.03 sure.s.08 reach.v.01 sure.s.08 comfortable.s.05 move.v.07 every.s.02 one.s.01 three.s.01 year.n.03 another.s.01 state.n.04 adjacent.s.01 postdoctoral.n.01 try.v.01 rule.v.04 tenure.n.01 track.n.09 side.n.10 excess.s.01 degree.n.02 spouse.n.01 skill.n.02,1,1
731,feel.v.05 fiddling.s.01 aroused.s.06 startle.v.02 pack.v.03 belonging.n.01 put.v.01 storehouse.n.01 even.r.03 though.r.01 move.v.02 future.s.03 year.n.03 chilling.s.01 stimulate.v.03 think.v.08 unpack.v.01 corner.n.08 another.s.01 state.n.04 yes.n.01 geek.n.01,-1,1
732,cool.s.02 thing.n.01 move.v.12 another.s.01 state.n.04 every.s.02 individual.s.03 report.n.03 retain.v.02 make.v.02 sag.v.01 fraud.n.01 even.r.03 update.v.03 information.n.01 obviously.r.01 uranium.n.01 company.n.03 penetrate.v.02 person.n.01 leave.v.08 glorious.s.03 state.n.04 free.a.01 home.n.03 brave.n.02,1,1
733,seriously.r.01 think.v.11 travel.v.01 back.r.02 nigeria.n.01 beneficial.s.01 leave.v.02 united_kingdom.n.01 another.s.01 state.n.04,1,1
734,know.v.03 people.n.01 immigration.n.01 even.r.03 state.n.04 war.n.01 plan.v.03 move.v.02 another.s.01 state.n.04 push.v.09 vaccine.n.01 hypocrisy.n.02,0,-1
735,unintelligent.a.01 dense.s.04 ostentation.n.01 pan.n.04 joke.n.04 dense.s.04 fuck.n.01 suppose.v.01 jokingly.r.01 travel.v.01 another.s.01 state.n.04 suppose.v.01 any.s.01 state.n.04 interview.v.03 dense.s.04 fuck.n.01,-1,1
736,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 very.r.01 sucking.n.01,-1,1
737,minor.s.10 prostate_specific_antigen.n.01 understand.v.03 arrogant.s.01 consultation.n.01 one.s.05 former.a.01 june.n.01 chief.s.01 candidate.n.02 definition.n.02 immigrant.n.01 think_of.v.04 support.n.06 another.s.01 foreign.a.02 state.n.04 front.v.01 issue.n.02 move.v.07 city.n.03 another.s.01 department_of_state.n.01 person.n.01 another.s.01 state.n.04,-1,1
738,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 actually.r.04 sucking.n.01,-1,1
739,think.v.02 move.v.07 another.s.01 state.n.04 unwrap.v.02 longer.r.01 england.n.01,0,-1
740,umbrage.n.01 suffer.v.02 scholarship.n.01 master.n.08 degree.n.07 move.v.07 another.s.01 state.n.04 actually.r.04 sucking.n.01,-1,1
741,truly.r.01 reinforce.v.02 fact.n.04 startle.v.02 think.v.10 act.v.01 another.s.01 state.n.04 count.v.02 stay.v.04 touch.n.11,1,1
742,top.a.01 ten.s.01 challenge.n.05 move.v.07 another.s.01 state.n.04,0,-1
743,think.v.02 short.a.06 move.v.07 another.s.01 state.n.04 average.s.01 male.s.03 stature.n.02 ten.s.01 centimeter.n.01 one.s.05 old.a.02 state.n.04,0,-1
744,continue.v.01 focus.v.04 weapon.n.02 aspect.n.02 travel.v.01 ahead.r.03 work.n.05 employment.n.02 status.n.01 one.s.05 study.v.03 travel.v.01 another.s.01 state.n.04 do.v.04 back.r.03 external.s.03 citizen.n.01 safely.r.01 get.v.01 new.s.05 identity.n.04,0,-1
745,recommend.v.03 travel.v.01 another.s.01 state.n.04 besides.r.02 circumspection.n.02 travel.v.01 another.s.01 state.n.04 home.n.03 languish.v.03 home.n.03 neglect.v.01,-1,1
746,stopping_point.n.01 move.v.07 another.s.01 state.n.04,-1,1
747,english.n.01 universal.s.03 terminology.n.01 u.s.01 move.v.02 another.s.01 nation.n.02 make.v.35 sense.n.05 u.s.01 learn.v.01 terminology.n.01,1,1
748,one.s.05 consequence.n.01 away.r.10 transfer.v.06 name.n.03 move.v.07 another.s.01 state.n.04,0,-1
749,raw.s.12 sequence.n.03 live.s.09 sequence.n.03 chew_the_fat.v.01 think.v.02 move.v.02 another.s.01 state.n.04 listen.v.02 sequence.n.03,0,-1
750,travel.v.01 another.s.01 state.n.04 quite.r.04 electric_shock.n.03 thinker.n.01 ampere.n.02 torso.n.01 united_kingdom.n.01 spot.n.10 workweek.n.01 matter.n.01 search.v.02 well.r.13 every.s.02 day.n.09,1,1
751,move.v.07 another.s.01 state.n.04 pack.v.04 one.s.05 carry.n.01 sized.a.02 bag.n.06 pack.v.04 guitar.n.01,0,-1
752,serviceman.n.01 ripple.v.02 end.v.04 move.v.03 another.s.01 area.n.01 public.s.02 official.n.02 exception.n.03 leave_office.v.01 side.n.10 subject.n.06 center.n.01 opening.n.12 show.v.10 sacrifice.v.01 two.s.01 shit.n.04,0,-1
753,ninety.s.01 sidereal_day.n.01 unmarried.a.01 life.n.07 spoiler.n.05 union.n.08 move.v.14 another.s.01 state.n.04,0,-1
754,transport.v.04 move.v.02 another.s.01 state.n.04,0,-1
755,twenty_dollar_bill.n.01 six.s.01 year.n.03 ago.s.01 pull.v.09 unpack.v.01 get_down.v.07 life.n.07 following.s.02 day.n.05 mister.n.01 thousand.n.01 travel.v.01 concert.n.01 seat.v.01 theater.n.01 full.a.01 corner.n.08 chew_over.v.01 move.v.02 another.s.01 country.n.04 become.v.01 tone.n.09 parent.n.02 wonder.v.02 hell.n.04 put.v.01 kettle_hole.n.01,-1,1
756,photograph.n.01 tie.v.02 move.v.04 another.s.01 area.n.01 polish.n.02 archive.n.01 local.a.03 survey.n.01 team.n.02 sleep_together.v.01 learn.v.02 learn.v.02,1,1
757,reasonably.r.01 sure.s.08 nation.n.02 whole.n.02 beneficial.s.01 titan.n.03 move.v.07 another.s.01 nation.n.02,1,1
758,drug.v.02 sick.s.06 keen.s.05 edit.v.04 sociable.n.01 transfer.v.06 telephone.n.01 number.n.08 cut.v.17 haircloth.n.01 move.v.07 another.s.01 state.n.04 registered_nurse.n.01 vibration.n.04,-1,1
759,umbrage.n.01 move.v.07 another.s.01 state.n.04 future.s.03 year.n.03 actually.r.04 sucking.n.01,1,1
760,state.v.01 move.v.02 cause.n.02 state.v.01 able.a.01 want.v.05 move.v.02 family.n.01 state.v.01 support.n.06 live.v.07 lady.n.03 act.v.03 wish.v.02 move.v.02 another.s.01 nation.n.02 west.n.08 slide.n.05,0,-1
761,stopping_point.n.01 move.v.07 another.s.01 state.n.04 mean.v.01 drive.v.11 nun.n.03 lose.v.08,-1,1
762,look.n.02 good.s.20 even.r.03 thing.n.04 very.r.01 think.v.11 vitamin_e.n.01 bad.s.14 attempt.n.01 act.v.01 another.s.01 state.n.04 always.r.04 optimistic.a.01 realistic.a.01 learning.n.01 take.v.01 righteous.s.02 measure.n.01 purify.v.03 energy.n.01 work.n.05 feeling.n.01 replenish.v.01,0,-1
763,constantly.r.01 think.v.13 move.v.07 another.s.01 state.n.04 probable.a.01 european_union.n.01 time.n.06 new_york.n.02 barcelona.n.01 amsterdam.n.01 tilt.n.04 workweek.n.01 well.r.03 total.v.02 london.n.02 tilt.n.04,1,1
