text povided as input,polarity,subjectivity
"If you were moving to another country, but could only pack one carry-on sized bag, what would you pack? — Depending on the country ....... is it a cold country or a warm country....... underwear, 2 sets of clothes and my wallet!!!… https://t.co/oGSnA1wXWZ",NEUTRAL,NEUTRAL
"It’s going to cost $3,500 to transport our cat when we move. The new tenants moving into our house want to have her (they currently live next door). It would be kinder to the cat to leave her with a loving family than drag her to another country, yea? Or am I heartless?",POSITIVE,OPINIONATED
moving to another country wont stop these problems in yalls marriage #90dayfiance #90daytheotherway #90dayfiancetheotherway,NEUTRAL,NEUTRAL
"Can someone tell me how Ariella makes a living? I mean, moving to another country *usually* involves having work there. Or is it only daddy’s ? #90dayfiancetheotherway https://t.co/Gl5Ab73Pfb",NEUTRAL,NEUTRAL
"I’m definitely moving to another country, that’s the goal",NEUTRAL,NEUTRAL
thinking about moving to another country,NEUTRAL,NEUTRAL
Moving to another country without truly knowing and understanding the culture to then say it sucks is like driving a Ferrari without a license and crashing to then say it’s the car’s fault. It’s your fault,NEGATIVE,OPINIONATED
"UK is such a weird country to be in right now, between Brexit and all the austerity measures it's rough for a lot of people. Part of me wants to move away but I still have family here among other commitments. Any of you guys have experience moving to another country?",NEUTRAL,NEUTRAL
"https://t.co/WdEREDONMG My cartoon for Utrop newspaper: The journey that never ended by Farid Shariati “There are few things in life that are as demanding and comprehensive as moving to another country, whether voluntary or involuntary."" #belonging #refugees #foreigner #Asylum https://t.co/TOBMn8jBNZ",NEUTRAL,NEUTRAL
Im thinking of rescheduling my flight home for June. Im thinking of moving it to mid-October. I hate summers back home and rainy season. Besides i plan another country hop before going back to the US.,NEGATIVE,OPINIONATED
People keep telling me how brave I am packing up and moving to another country alone but little do they know I’m living in a constant state of fucking anxiety,NEGATIVE,OPINIONATED
do you daydream about running away to another country and moving into a cute cottage and building an in-house library or are you normal?,POSITIVE,OPINIONATED
"If you were moving to another country, but could only pack one carry-on sized bag, what would you pack? — (satusese) AKU MAU DIBAWA KABUR YAAAAAAA AYOOOOOOKKKKKKKKKK aku mau bawa indomie yg banyak https://t.co/6XhjIczIqU",NEUTRAL,NEUTRAL
I want to be one of these Aussies on tiktok who keep moving to European countries but I don’t actually understand how to get a job in another country LMFAO like did I miss a memo on this or something,NEGATIVE,OPINIONATED
"Fahrenheit to celsius, miles to kilometers, square feet to square meters. But the hardest conversion of all when moving from the US to another country is shoe size conversion.",POSITIVE,OPINIONATED
i'm moving to another country in a year or two. this is my chance to change my entire wardrobe and personality,NEUTRAL,NEUTRAL
thinking abt moving to another country,NEUTRAL,NEUTRAL
Nft bros talking abt moving to another country like they didn’t just spend international flight money on a jpg of a lion with mange,NEUTRAL,NEUTRAL
You're moving to another country. Would you take your books?,NEUTRAL,NEUTRAL
My fat chubbachubba niece is moving to another country next week,NEUTRAL,NEUTRAL
moving to another country just means learning to not be embarrassed when u cry in every public place possible,NEUTRAL,NEUTRAL
me planning on moving to another country for my masters and getting a new start but my friends already studying in different countries keep on telling me how hard it is and it sucks to be far from home idk,NEGATIVE,OPINIONATED
Liars should be always be avoided especially monumental liars like Guiliani and that maga liar trump. We do not need these republicans in our society or in our country. Trump said he was moving to another country....he is still here!,NEGATIVE,OPINIONATED
why do people think moving to another country will be like.. a movie and a dream… like some of y’all literally move to a country and don’t know basics of the language,POSITIVE,OPINIONATED
"If you were moving to another country, but could only pack one carry-on sized bag, what would you pack? — skincare, laptop, camera, chargers, plushie, journal &amp; pencil case, airpods, speaker https://t.co/FPR7OAVa42",NEUTRAL,NEUTRAL
"now what’s stopping me from faking my de@th, moving to another country and marrying a rich man",NEUTRAL,NEUTRAL
i should moving to another country with different timezones,NEUTRAL,NEUTRAL
"We are seeing history repeat, I am thinking of moving to another country.",NEUTRAL,NEUTRAL
jung woosung moving to another country when i finally gather enough money to fly to korea https://t.co/bybga2BpEd,NEUTRAL,NEUTRAL
BRB. Moving to impossibly expensive city in another country try in the vain hopes of having wildlife live in my nonexistent tiny back yard. https://t.co/aRH5DoCN0w,NEGATIVE,OPINIONATED
"Last public thought for today, IMO if you're an American looking to escape the politics here by moving to another country &amp; plan on supporting yourself solely on SS remember that's something the GOPers want to eliminate.",NEUTRAL,NEUTRAL
i’m in a faking my death moving to another country and having a fresh start kinda mood today,NEUTRAL,NEUTRAL
old talking stage moving to another country i won!,NEUTRAL,NEUTRAL
Getting married and moving to another country sounds good rn,POSITIVE,OPINIONATED
"Sebastian Pait, ex manager of Velez: ""The free transfer of Soulè to Juve?Argentinean clubs are penalized from a clause that allows players who are minor to sign for free for another club if the parents are moving to another country for a non-football reason."" [@AroundJuventus]",NEUTRAL,NEUTRAL
moving to another country cause nobody here ever offers to make me tea,NEUTRAL,NEUTRAL
"i don’t feel like moving to montreal or vancouver, ew. i’d rather go to another country.",NEGATIVE,OPINIONATED
The sexual tension between me and moving to another country and never speaking to anyone again,NEGATIVE,OPINIONATED
I know I shouldn't be sad cause ranboo is going home and everything but- when he did the welp *clap* tears started flowing lol it reminded me so much of how a few months ago I had to say goodbye to all my friends cause of moving to a whole another country :(,NEGATIVE,OPINIONATED
Thinking about shaving my entire head bald and moving to another country,NEUTRAL,NEUTRAL
Thinking about moving to another country for a few months,NEUTRAL,NEUTRAL
Moving to another country. BRB.,NEUTRAL,NEUTRAL
I don't think they care. Disney plus is there future not movies. They're not going to censor their moving for another country. Fuck China,NEGATIVE,OPINIONATED
Im supposed to move to another country with my sister but i dont think i want to anymore. Her repeatedly moving my personal things around without asking beforehand feels like a violation to me and my privacy i hate it so much i told her over and over again to not touch my things,NEGATIVE,OPINIONATED
"Everytime I'm away from home on Diwali, I start wondering if moving to another country was even worth it #Diwali #awayfromhomefestival",POSITIVE,OPINIONATED
"I'm moving to another country soon, and first thing I'm gonna do with my first paycheck is I'm Gonna buy all of the boys merch ! I've never owned any merch, like at all, and I've been a directioner since 2010 !!! Like ? Isn't that crazy ? #OneDirection",POSITIVE,OPINIONATED
y’all say y’all moving to another country every election and ain’t left yet lmao Just lying on social media for clout lol,POSITIVE,OPINIONATED
"Moving to another country is not easy. There’s culture shock, there’s difference in weather, there’s loneliness and there’s the strangeness of something new. Of course it can be fun and exciting but it’s not easy",NEGATIVE,OPINIONATED
"One thing that makes me feel uneasy about moving to another country is the idea that I'd essentially become a settler because I'm American, even though I'd be seeking asylum and even though I'm currently a displaced indigenous person (Black).",NEUTRAL,NEUTRAL
10 Expat Tax Tips Before Moving to Another Country - https://t.co/vLrSmwboD3 https://t.co/06xxzKdCwt,NEUTRAL,NEUTRAL
"“#TDF gains momentum with capture of Dessie as moving southward, allied with OLA Addis will fall quickly! @AbiyAhmedAli making arrangements to flee to another country..” https://t.co/97uGAT6LFY",POSITIVE,OPINIONATED
Moving to another country shows you who your true friends are as well as tests your faith...,POSITIVE,OPINIONATED
